age,body type,bust size,category,fit,height,rating,rented for,size,weight,user_id,item_id
31,hourglass,34b,jumpsuit,fit,"5' 4""",6,vacation,20,165lbs,35884,2198
29,hourglass,34a,romper,fit,"5' 9""",6,everyday,14,150lbs,32297,1
29,hourglass,34a,sheath,fit,"5' 9""",10,work,8,150lbs,32297,464
29,hourglass,34a,maxi,small,"5' 9""",4,party,12,150lbs,32297,1064
29,hourglass,34a,dress,fit,"5' 9""",10,everyday,12,150lbs,32297,1094
29,hourglass,34a,dress,fit,"5' 9""",6,other,16,150lbs,32297,1214
29,hourglass,34a,dress,fit,"5' 9""",8,party,14,150lbs,32297,1782
29,hourglass,34a,maxi,fit,"5' 9""",10,everyday,14,150lbs,32297,1930
29,hourglass,34a,romper,fit,"5' 9""",10,everyday,14,150lbs,32297,2601
29,hourglass,34a,dress,fit,"5' 9""",10,everyday,14,150lbs,32297,2750
35,hourglass,32c,romper,fit,"5' 4""",10,everyday,4,100lbs,18937,1
35,hourglass,32c,dress,large,"5' 4""",6,everyday,4,100lbs,18937,292
35,hourglass,32c,jumpsuit,large,"5' 4""",6,everyday,4,100lbs,18937,468
35,hourglass,32c,dress,fit,"5' 4""",10,everyday,4,100lbs,18937,780
35,hourglass,32c,jumpsuit,fit,"5' 4""",10,date,4,100lbs,18937,430
35,hourglass,32c,jumpsuit,fit,"5' 4""",10,vacation,1,100lbs,18937,1190
35,hourglass,32c,shirtdress,fit,"5' 4""",10,everyday,4,100lbs,18937,1341
35,hourglass,32c,coat,large,"5' 4""",8,everyday,4,100lbs,18937,1603
35,hourglass,32c,top,large,"5' 4""",8,everyday,4,100lbs,18937,1670
35,hourglass,32c,romper,fit,"5' 4""",10,date,4,100lbs,18937,1967
35,hourglass,32c,dress,fit,"5' 4""",10,everyday,1,100lbs,18937,2835
35,hourglass,32c,coat,large,"5' 4""",8,everyday,1,100lbs,18937,476
31,full bust,34c,romper,fit,"5' 3""",10,everyday,8,125lbs,755,1
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,7
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,17
31,full bust,34c,gown,fit,"5' 3""",10,wedding,8,125lbs,755,35
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,39
31,full bust,34c,gown,large,"5' 3""",6,formal affair,8,125lbs,755,44
31,full bust,34c,shirtdress,large,"5' 3""",10,work,8,125lbs,755,45
31,full bust,34c,sheath,small,"5' 3""",10,party,8,125lbs,755,61
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,83
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,121
31,full bust,34c,dress,large,"5' 3""",10,everyday,8,125lbs,755,126
31,full bust,34c,sheath,small,"5' 3""",10,date,12,125lbs,755,147
31,full bust,34c,sheath,fit,"5' 3""",10,work,8,125lbs,755,147
31,full bust,34c,dress,fit,"5' 3""",10,other,8,125lbs,755,195
31,full bust,34c,dress,large,"5' 3""",8,work,8,125lbs,755,197
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,200
31,full bust,34c,sheath,large,"5' 3""",6,work,8,125lbs,755,205
31,full bust,34c,sheath,fit,"5' 3""",10,work,8,125lbs,755,206
31,full bust,34c,sheath,fit,"5' 3""",8,date,8,125lbs,755,209
31,full bust,34c,dress,fit,"5' 3""",8,other,8,125lbs,755,232
31,full bust,34c,maxi,fit,"5' 3""",8,date,8,125lbs,755,268
31,full bust,34c,dress,large,"5' 3""",10,vacation,8,125lbs,755,278
31,full bust,34c,dress,large,"5' 3""",10,everyday,8,125lbs,755,278
31,full bust,34c,dress,large,"5' 3""",10,everyday,8,125lbs,755,292
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,300
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,334
31,full bust,34c,shift,large,"5' 3""",10,work,4,125lbs,755,337
31,full bust,34c,dress,large,"5' 3""",4,everyday,8,125lbs,755,343
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,364
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,368
31,full bust,34c,dress,large,"5' 3""",10,date,16,125lbs,755,381
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,390
31,full bust,34c,dress,fit,"5' 3""",10,other,8,125lbs,755,416
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,426
31,full bust,34c,dress,fit,"5' 3""",8,vacation,8,125lbs,755,438
31,full bust,34c,sheath,fit,"5' 3""",8,work,8,125lbs,755,447
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,450
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,453
31,full bust,34c,dress,small,"5' 3""",10,party,12,125lbs,755,453
31,full bust,34c,jumpsuit,large,"5' 3""",10,everyday,4,125lbs,755,468
31,full bust,34c,jumpsuit,large,"5' 3""",10,party,4,125lbs,755,471
31,full bust,34c,jumpsuit,large,"5' 3""",10,party,4,125lbs,755,471
31,full bust,34c,romper,large,"5' 3""",10,everyday,4,125lbs,755,482
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,494
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,507
31,full bust,34c,dress,large,"5' 3""",8,work,8,125lbs,755,510
31,full bust,34c,sheath,large,"5' 3""",6,everyday,8,125lbs,755,543
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,555
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,556
31,full bust,34c,dress,fit,"5' 3""",10,other,8,125lbs,755,576
31,full bust,34c,blazer,large,"5' 3""",10,party,8,125lbs,755,580
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,605
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,621
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,635
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,640
31,full bust,34c,jumpsuit,large,"5' 3""",10,party,4,125lbs,755,654
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,658
31,full bust,34c,maxi,large,"5' 3""",8,everyday,4,125lbs,755,664
31,full bust,34c,dress,small,"5' 3""",10,party,12,125lbs,755,722
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,733
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,739
31,full bust,34c,sheath,fit,"5' 3""",10,party,8,125lbs,755,745
31,full bust,34c,dress,small,"5' 3""",8,work,12,125lbs,755,756
31,full bust,34c,jumpsuit,large,"5' 3""",10,work,4,125lbs,755,760
31,full bust,34c,romper,fit,"5' 3""",10,everyday,8,125lbs,755,779
31,full bust,34c,gown,fit,"5' 3""",8,party,8,125lbs,755,791
31,full bust,34c,dress,fit,"5' 3""",10,other,8,125lbs,755,812
31,full bust,34c,shirtdress,large,"5' 3""",8,work,8,125lbs,755,814
31,full bust,34c,sheath,fit,"5' 3""",10,party,12,125lbs,755,824
31,full bust,34c,dress,large,"5' 3""",10,formal affair,4,125lbs,755,536
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,843
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,843
31,full bust,34c,dress,large,"5' 3""",8,date,8,125lbs,755,611
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,866
31,full bust,34c,dress,small,"5' 3""",4,work,8,125lbs,755,894
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,900
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,926
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,945
31,full bust,34c,dress,large,"5' 3""",10,wedding,4,125lbs,755,949
31,full bust,34c,dress,fit,"5' 3""",8,party,12,125lbs,755,959
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,967
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,975
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,975
31,full bust,34c,dress,fit,"5' 3""",8,work,4,125lbs,755,982
31,full bust,34c,dress,small,"5' 3""",8,party,12,125lbs,755,990
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,1007
31,full bust,34c,jumpsuit,large,"5' 3""",10,everyday,4,125lbs,755,1011
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,516
31,full bust,34c,dress,small,"5' 3""",10,wedding,8,125lbs,755,1016
31,full bust,34c,tunic,large,"5' 3""",10,work,4,125lbs,755,1023
31,full bust,34c,romper,small,"5' 3""",10,party,14,125lbs,755,1035
31,full bust,34c,dress,large,"5' 3""",8,work,8,125lbs,755,1038
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,1050
31,full bust,34c,dress,large,"5' 3""",6,vacation,4,125lbs,755,1073
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,1081
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,1088
31,full bust,34c,dress,small,"5' 3""",6,party,8,125lbs,755,1098
31,full bust,34c,dress,small,"5' 3""",8,party,12,125lbs,755,1098
31,full bust,34c,dress,large,"5' 3""",8,everyday,8,125lbs,755,1124
31,full bust,34c,dress,small,"5' 3""",10,formal affair,14,125lbs,755,1135
31,full bust,34c,dress,large,"5' 3""",10,everyday,1,125lbs,755,1167
31,full bust,34c,dress,large,"5' 3""",8,everyday,1,125lbs,755,1167
31,full bust,34c,gown,fit,"5' 3""",8,date,8,125lbs,755,1169
31,full bust,34c,dress,large,"5' 3""",10,everyday,8,125lbs,755,1178
31,full bust,34c,maxi,large,"5' 3""",8,date,8,125lbs,755,1188
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,1205
31,full bust,34c,dress,fit,"5' 3""",10,date,14,125lbs,755,1300
31,full bust,34c,dress,large,"5' 3""",10,work,8,125lbs,755,1319
31,full bust,34c,dress,fit,"5' 3""",8,everyday,12,125lbs,755,1330
31,full bust,34c,blouse,fit,"5' 3""",8,work,8,125lbs,755,271
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,1346
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1363
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1363
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,1381
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,1383
31,full bust,34c,shift,large,"5' 3""",10,work,1,125lbs,755,1395
31,full bust,34c,dress,large,"5' 3""",10,party,8,125lbs,755,1407
31,full bust,34c,romper,large,"5' 3""",8,everyday,4,125lbs,755,173
31,full bust,34c,shift,large,"5' 3""",6,work,8,125lbs,755,1455
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1459
31,full bust,34c,dress,large,"5' 3""",8,everyday,8,125lbs,755,1467
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,1469
31,full bust,34c,gown,large,"5' 3""",10,wedding,7,125lbs,755,801
31,full bust,34c,dress,large,"5' 3""",4,formal affair,8,125lbs,755,1481
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,1498
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1510
31,full bust,34c,dress,fit,"5' 3""",8,vacation,8,125lbs,755,1517
31,full bust,34c,dress,large,"5' 3""",10,party,4,125lbs,755,1523
31,full bust,34c,dress,large,"5' 3""",10,party,8,125lbs,755,1523
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1536
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1536
31,full bust,34c,jumpsuit,large,"5' 3""",10,everyday,4,125lbs,755,1579
31,full bust,34c,jumpsuit,large,"5' 3""",10,party,4,125lbs,755,1579
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1580
31,full bust,34c,romper,large,"5' 3""",10,party,4,125lbs,755,1601
31,full bust,34c,romper,large,"5' 3""",10,party,4,125lbs,755,1601
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,951
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1612
31,full bust,34c,dress,small,"5' 3""",10,work,8,125lbs,755,1612
31,full bust,34c,dress,large,"5' 3""",8,work,8,125lbs,755,1646
31,full bust,34c,dress,small,"5' 3""",10,party,8,125lbs,755,1649
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1655
31,full bust,34c,romper,fit,"5' 3""",10,party,8,125lbs,755,1673
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,1700
31,full bust,34c,dress,small,"5' 3""",10,date,8,125lbs,755,1707
31,full bust,34c,sheath,fit,"5' 3""",8,party,8,125lbs,755,1773
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,1794
31,full bust,34c,dress,small,"5' 3""",6,work,8,125lbs,755,1797
31,full bust,34c,dress,small,"5' 3""",6,work,8,125lbs,755,1797
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,1809
31,full bust,34c,jumpsuit,fit,"5' 3""",10,work,12,125lbs,755,1817
31,full bust,34c,romper,fit,"5' 3""",6,everyday,8,125lbs,755,371
31,full bust,34c,maxi,large,"5' 3""",10,everyday,4,125lbs,755,943
31,full bust,34c,dress,small,"5' 3""",10,wedding,12,125lbs,755,1858
31,full bust,34c,dress,fit,"5' 3""",8,party,8,125lbs,755,1164
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,1886
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,1931
31,full bust,34c,dress,large,"5' 3""",8,party,8,125lbs,755,1933
31,full bust,34c,dress,large,"5' 3""",6,everyday,4,125lbs,755,1936
31,full bust,34c,dress,fit,"5' 3""",8,work,20,125lbs,755,1940
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,70
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,70
31,full bust,34c,dress,fit,"5' 3""",10,formal affair,8,125lbs,755,1961
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,1972
31,full bust,34c,romper,fit,"5' 3""",8,work,8,125lbs,755,1980
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,2015
31,full bust,34c,dress,small,"5' 3""",10,party,8,125lbs,755,2015
31,full bust,34c,dress,fit,"5' 3""",10,everyday,12,125lbs,755,2018
31,full bust,34c,dress,small,"5' 3""",8,work,12,125lbs,755,2023
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2038
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2043
31,full bust,34c,dress,large,"5' 3""",6,everyday,8,125lbs,755,2051
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,2055
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,2065
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,2074
31,full bust,34c,dress,large,"5' 3""",6,everyday,4,125lbs,755,2075
31,full bust,34c,dress,large,"5' 3""",10,work,8,125lbs,755,2087
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2103
31,full bust,34c,dress,large,"5' 3""",10,date,4,125lbs,755,2109
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2114
31,full bust,34c,dress,small,"5' 3""",10,work,8,125lbs,755,2121
31,full bust,34c,dress,fit,"5' 3""",8,party,12,125lbs,755,2127
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,968
31,full bust,34c,shirt,large,"5' 3""",10,everyday,8,125lbs,755,2148
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2151
31,full bust,34c,romper,large,"5' 3""",8,everyday,8,125lbs,755,2163
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,2187
31,full bust,34c,shift,large,"5' 3""",8,party,8,125lbs,755,2188
31,full bust,34c,top,large,"5' 3""",6,other,8,125lbs,755,2201
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,2208
31,full bust,34c,dress,large,"5' 3""",10,work,12,125lbs,755,2208
31,full bust,34c,dress,fit,"5' 3""",8,everyday,8,125lbs,755,2209
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,2229
31,full bust,34c,dress,fit,"5' 3""",10,party,12,125lbs,755,2244
31,full bust,34c,dress,small,"5' 3""",10,date,12,125lbs,755,2247
31,full bust,34c,dress,small,"5' 3""",10,date,12,125lbs,755,2247
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,257
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,257
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1204
31,full bust,34c,dress,large,"5' 3""",6,other,8,125lbs,755,2265
31,full bust,34c,dress,large,"5' 3""",10,date,1,125lbs,755,2273
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,2275
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,2290
31,full bust,34c,dress,small,"5' 3""",10,work,8,125lbs,755,2294
31,full bust,34c,dress,small,"5' 3""",8,work,8,125lbs,755,2302
31,full bust,34c,dress,fit,"5' 3""",8,formal affair,20,125lbs,755,2320
31,full bust,34c,dress,large,"5' 3""",10,party,4,125lbs,755,2324
31,full bust,34c,dress,fit,"5' 3""",4,work,12,125lbs,755,2332
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,2346
31,full bust,34c,dress,fit,"5' 3""",8,work,12,125lbs,755,1994
31,full bust,34c,gown,large,"5' 3""",6,wedding,8,125lbs,755,2361
31,full bust,34c,jumpsuit,large,"5' 3""",10,work,8,125lbs,755,2198
31,full bust,34c,dress,large,"5' 3""",8,everyday,8,125lbs,755,2373
31,full bust,34c,dress,large,"5' 3""",10,vacation,4,125lbs,755,2373
31,full bust,34c,dress,small,"5' 3""",10,party,8,125lbs,755,2377
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2415
31,full bust,34c,maxi,large,"5' 3""",8,everyday,8,125lbs,755,2417
31,full bust,34c,dress,large,"5' 3""",6,work,12,125lbs,755,2425
31,full bust,34c,skirt,small,"5' 3""",10,work,16,125lbs,755,2434
31,full bust,34c,jumpsuit,small,"5' 3""",8,party,8,125lbs,755,2438
31,full bust,34c,dress,large,"5' 3""",8,everyday,8,125lbs,755,2480
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,2513
31,full bust,34c,dress,fit,"5' 3""",6,other,8,125lbs,755,2518
31,full bust,34c,jumpsuit,fit,"5' 3""",8,work,8,125lbs,755,2479
31,full bust,34c,dress,fit,"5' 3""",8,everyday,8,125lbs,755,2551
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,2563
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,2568
31,full bust,34c,shift,large,"5' 3""",4,party,8,125lbs,755,2579
31,full bust,34c,shift,large,"5' 3""",8,everyday,4,125lbs,755,2264
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,2584
31,full bust,34c,dress,large,"5' 3""",8,date,8,125lbs,755,2585
31,full bust,34c,dress,small,"5' 3""",10,everyday,12,125lbs,755,2569
31,full bust,34c,romper,fit,"5' 3""",10,everyday,8,125lbs,755,2601
31,full bust,34c,dress,fit,"5' 3""",6,everyday,8,125lbs,755,622
31,full bust,34c,shirtdress,fit,"5' 3""",10,everyday,4,125lbs,755,2613
31,full bust,34c,shirtdress,large,"5' 3""",10,everyday,4,125lbs,755,2613
31,full bust,34c,dress,small,"5' 3""",8,everyday,8,125lbs,755,2396
31,full bust,34c,dress,large,"5' 3""",2,everyday,4,125lbs,755,2634
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,2644
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,2644
31,full bust,34c,dress,fit,"5' 3""",4,everyday,8,125lbs,755,2647
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,2652
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,2652
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2658
31,full bust,34c,dress,small,"5' 3""",2,everyday,8,125lbs,755,2676
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,2702
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2709
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,1582
31,full bust,34c,dress,large,"5' 3""",10,work,8,125lbs,755,2718
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,2746
31,full bust,34c,dress,large,"5' 3""",10,date,4,125lbs,755,2760
31,full bust,34c,dress,fit,"5' 3""",8,vacation,8,125lbs,755,2767
31,full bust,34c,dress,large,"5' 3""",8,work,8,125lbs,755,2788
31,full bust,34c,dress,large,"5' 3""",6,everyday,4,125lbs,755,2799
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2803
31,full bust,34c,shirtdress,large,"5' 3""",8,everyday,4,125lbs,755,2816
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2825
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2825
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2830
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,2833
31,full bust,34c,romper,fit,"5' 3""",8,everyday,8,125lbs,755,1343
31,full bust,34c,shirtdress,large,"5' 3""",10,everyday,4,125lbs,755,333
31,full bust,34c,dress,fit,"5' 3""",6,party,8,125lbs,755,2851
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,2884
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,2885
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2899
31,full bust,34c,dress,small,"5' 3""",10,work,24,125lbs,755,2910
31,full bust,34c,dress,fit,"5' 3""",8,date,8,125lbs,755,2917
31,full bust,34c,jumpsuit,small,"5' 3""",10,work,8,125lbs,755,2930
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2943
31,full bust,34c,jumpsuit,large,"5' 3""",10,work,4,125lbs,755,2577
31,full bust,34c,maxi,large,"5' 3""",10,everyday,4,125lbs,755,52
31,full bust,34c,dress,large,"5' 3""",8,work,12,125lbs,755,3015
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,1157
31,full bust,34c,shift,large,"5' 3""",10,work,8,125lbs,755,382
31,full bust,34c,dress,large,"5' 3""",10,date,4,125lbs,755,3051
31,full bust,34c,shirtdress,fit,"5' 3""",8,work,8,125lbs,755,3055
31,full bust,34c,dress,large,"5' 3""",10,date,4,125lbs,755,3056
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,2919
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,3059
31,full bust,34c,dress,fit,"5' 3""",10,work,4,125lbs,755,3060
31,full bust,34c,dress,small,"5' 3""",10,work,12,125lbs,755,3066
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,3085
31,full bust,34c,dress,small,"5' 3""",10,date,12,125lbs,755,3091
31,full bust,34c,dress,fit,"5' 3""",10,work,12,125lbs,755,1450
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,3108
31,full bust,34c,dress,small,"5' 3""",8,wedding,12,125lbs,755,1683
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,3169
31,full bust,34c,dress,small,"5' 3""",10,wedding,12,125lbs,755,3183
31,full bust,34c,dress,fit,"5' 3""",10,party,8,125lbs,755,3193
31,full bust,34c,dress,fit,"5' 3""",10,date,8,125lbs,755,3223
31,full bust,34c,romper,large,"5' 3""",10,everyday,4,125lbs,755,3233
31,full bust,34c,dress,small,"5' 3""",8,everyday,12,125lbs,755,3234
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,3111
31,full bust,34c,dress,large,"5' 3""",10,everyday,4,125lbs,755,3242
31,full bust,34c,dress,fit,"5' 3""",10,work,8,125lbs,755,1310
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,3253
31,full bust,34c,dress,large,"5' 3""",8,party,4,125lbs,755,2482
31,full bust,34c,dress,fit,"5' 3""",10,everyday,8,125lbs,755,3267
31,full bust,34c,dress,fit,"5' 3""",8,work,8,125lbs,755,3276
31,full bust,34c,sheath,fit,"5' 3""",8,work,8,125lbs,755,3305
31,full bust,34c,dress,large,"5' 3""",8,everyday,8,125lbs,755,3311
31,full bust,34c,dress,large,"5' 3""",10,work,4,125lbs,755,3346
31,full bust,34c,dress,large,"5' 3""",8,everyday,4,125lbs,755,3362
31,full bust,34c,dress,large,"5' 3""",8,work,4,125lbs,755,3366
31,full bust,34c,romper,fit,"5' 3""",10,everyday,8,125lbs,755,3367
31,full bust,34c,dress,large,"5' 3""",10,date,4,125lbs,755,3374
